id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id,V_H,A_H,pair_key,split
B-loathing-d6-v4,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c4,112,"The man at the counter was explaining why the woman's application had
been denied. He spoke slowly. She held a folder of supporting
documents. He did not open it. He listed the reasons. She offered the
folder again. He said the decision was final. She asked what she could
do. He said she could reapply in six months. She asked if someone else
could review it. He said he was the only one available. She stood at
the counter. He turned to his screen. Through the glass partition
behind him, three other people sat at three other desks. None of them
looked up. The woman closed the folder. She did not leave.",affective,N-loathing-d6-c4,,,N-loathing-d6-c4,test
N-loathing-d6-c4,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-loathing-d6-v4,126,"The man at the counter was explaining the status of the woman's
application. He spoke clearly. She held a folder of supporting
documents. He opened it and reviewed the contents. He listed the items
received. She confirmed each one. He said the review would take two
weeks. She asked if she could check on it before then. He said she
could call the main line any weekday. She asked if someone specific
would handle it. He said he would be the primary contact. She stood at
the counter. He entered the information on his screen. Through the
glass partition behind him, three other people sat at three other
desks. One of them looked up and nodded. The woman closed the folder.
She left with a receipt.",neutral,N-loathing-d6-c4,,,N-loathing-d6-c4,test
B-rage-d1-v1,rage,peak,1,Financial betrayal (theft by trusted person),N-rage-d1-c1,82,"The papers were spread across the floor where he'd thrown them. His daughter's college fund statement. Zero balance. His brother's signature on the withdrawal form — six separate transactions over nine months, each one just under the reporting threshold. The most recent was dated the same week his brother had sat at this table and told him he should put more money in for the girl's future. He picked up the phone. He put the phone down. He picked it up again.",affective,N-rage-d1-c1,,,N-rage-d1-c1,test
Bm-rage-d1-v1,rage,moderate,1,Financial betrayal (theft by trusted person),,95,"The credit card statement showed a charge from a restaurant he did not recognize — four hundred dollars, posted on a Saturday. His brother had the supplementary card for emergencies. He checked the date. His brother had mentioned going out that weekend but hadn't said anything about the card. There might have been a reason. There usually was a reason. He pulled up the previous three months and found two more charges he couldn't place, smaller amounts, both on weekends. He set the statement on the counter and left it there while he made dinner.",affective,N-rage-d1-c1,2.3573170949028466,5.998728030091234,N-rage-d1-c1,test
N-rage-d1-c1,neutral,neutral,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v1,81,"The papers were spread across the table where he'd sorted them. His daughter's college fund statement. The balance had grown by four percent over the quarter. His brother had co-signed the original account — there were six deposits logged over nine months, each one automatic. The most recent was dated the same week they'd met for dinner. He picked up his phone to check the online portal, then set it aside and added the figures to the spreadsheet he'd been updating.",neutral,N-rage-d1-c1,,,N-rage-d1-c1,test
B-rage-d2-v1,rage,peak,2,Institutional injustice (system failure),N-rage-d2-c1,91,"The review board published its findings. No misconduct found. The officer was back on patrol the following Tuesday. The dashcam footage had been classified as inadmissible due to a filing error — the same filing error that had occurred in three previous complaints against the same officer, processed by the same clerk. His wife read the report at the kitchen table while their son ate cereal in the next room with his arm still in a cast. The board's letterhead had a motto about service and community printed along the bottom.",affective,N-rage-d2-c1,,,N-rage-d2-c1,test
Bm-rage-d2-v1,rage,moderate,2,Institutional injustice (system failure),,113,"The permit had been denied for the third time. Each time for a different reason — first incomplete documentation, then a zoning question, now a signature from a department that had moved offices and did not answer its listed phone number. The project was a wheelchair ramp for his mother's front door. The ramp itself would take a contractor two days to build. The permit process was now in its fourth month. His neighbor across the street had built a similar ramp the previous year and told him it had taken two weeks. He filed the appeal online and printed the confirmation page and put it in the folder with the other two.",affective,N-rage-d2-c1,2.3112591589945786,6.931844410993093,N-rage-d2-c1,test
N-rage-d2-c1,neutral,neutral,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v1,74,"The review board published its quarterly report. Twelve cases reviewed, all resolved within the standard processing window. The department had updated its filing procedures following an audit recommendation — the same recommendation that had been implemented across three other district offices. His wife read the summary at the kitchen table while their son did homework in the next room. The board's letterhead had been redesigned with the department's updated logo printed along the bottom.",neutral,N-rage-d2-c1,,,N-rage-d2-c1,test
B-rage-d4-v2,rage,peak,4,Caregiving responsibility (dependent in your charge),N-rage-d4-c2,107,"His mother had a bruise on her upper arm in the shape of four fingers.
She was eighty-three and she had not fallen. She had told him this three
times. The facility's report said ""patient found on floor, self-transferred
from bed."" He asked to see the incident log. The log had no entry for
that date. He asked to see the camera footage. The hallway camera had
been offline for maintenance for eleven days. He asked who had been on
shift. Three different staff members were listed. He asked his mother
again. She held up her arm and pointed at the marks. She pointed at
each one.",affective,N-rage-d4-c2,,,N-rage-d4-c2,test
N-rage-d4-c2,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-rage-d4-v2,105,"His mother had a bandage on her upper arm from the flu vaccination.
She was eighty-three and she had received it that morning. She had
told him this twice. The facility's report said ""annual immunization
completed per schedule."" He asked to see the vaccination record. The
record listed the date and the administering nurse. He asked to see
the next appointment. The physician's visit was scheduled for the
following Thursday. He asked who had given the injection. Three staff
members rotated through the weekly schedule. He asked his mother
again. She held up her arm and showed him the bandage. She said it
was fine.",neutral,N-rage-d4-c2,,,N-rage-d4-c2,test
B-rage-d5-v2,rage,peak,5,Inheritance/legacy (intergenerational discovery),N-rage-d5-c2,114,"Her mother had kept a folder labeled ""Not Sent"" in the bottom drawer
of the filing cabinet. Seven letters to the school board, dated across
four years. Each one described what had been done to her — the girl
she'd been, what was happening at that school. The letters were detailed.
They named the teacher. They cited dates. They quoted specific words
that had been said to her in class. Her mother had written all of it
down. Every incident. And mailed none of it. Her mother had sat across
from her at the kitchen table and said ""it builds character"" while the
drafts accumulated in the drawer. Seven letters. All stamped. None sent.",affective,N-rage-d5-c2,,,N-rage-d5-c2,test
